id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
476326,Male,72,1,10.0,1,1-2 Year,No,25940.0,26.0,220,0
93682,Female,52,1,28.0,0,1-2 Year,Yes,51384.0,124.0,168,0
71845,Female,44,1,46.0,0,1-2 Year,Yes,2630.0,26.0,76,1
212788,Female,49,1,8.0,1,1-2 Year,No,34001.0,124.0,144,0
101994,Female,42,1,28.0,1,1-2 Year,No,59027.0,26.0,64,0
156322,Male,23,1,28.0,1,< 1 Year,No,89408.0,26.0,162,0
56315,Female,23,1,12.0,1,< 1 Year,No,23195.0,152.0,117,0
36295,Male,55,1,28.0,0,1-2 Year,Yes,34572.0,125.0,11,0
324990,Male,43,1,12.0,1,1-2 Year,No,2630.0,124.0,102,0
417771,Female,29,1,36.0,1,< 1 Year,No,36037.0,152.0,107,0
335693,Male,24,1,15.0,1,< 1 Year,No,2630.0,152.0,153,0
97655,Male,22,1,21.0,1,< 1 Year,No,25808.0,152.0,15,0
275683,Female,22,1,9.0,1,< 1 Year,No,38834.0,152.0,208,0
161075,Female,42,1,28.0,1,1-2 Year,No,35052.0,122.0,179,0
167946,Female,33,1,28.0,0,1-2 Year,Yes,41677.0,154.0,83,0
290696,Male,46,1,9.0,0,1-2 Year,Yes,43803.0,26.0,78,0
371581,Male,69,0,29.0,0,> 2 Years,Yes,40789.0,124.0,49,0
190216,Male,51,1,48.0,0,1-2 Year,Yes,2630.0,26.0,213,1
362476,Female,58,1,28.0,0,1-2 Year,Yes,46339.0,26.0,190,0
82564,Male,27,1,18.0,0,1-2 Year,Yes,2630.0,124.0,298,1
163800,Female,24,1,29.0,1,< 1 Year,No,31978.0,152.0,230,0
286253,Male,59,1,28.0,0,> 2 Years,Yes,47996.0,157.0,30,0
135499,Female,49,1,28.0,1,1-2 Year,No,43645.0,124.0,138,0
397499,Female,47,1,18.0,0,1-2 Year,Yes,37079.0,26.0,228,1
483175,Female,51,1,28.0,0,> 2 Years,Yes,36994.0,26.0,28,1
150834,Male,23,1,15.0,1,< 1 Year,No,32365.0,152.0,219,0
301112,Male,35,1,6.0,0,1-2 Year,Yes,2630.0,156.0,42,0
236036,Male,56,1,15.0,0,> 2 Years,Yes,2630.0,124.0,202,0
327163,Male,36,1,33.0,0,1-2 Year,Yes,25588.0,163.0,221,1
377985,Male,43,1,8.0,0,1-2 Year,Yes,52390.0,69.0,50,0
196729,Female,21,1,41.0,1,< 1 Year,No,26172.0,160.0,143,0
295190,Female,24,1,11.0,1,< 1 Year,No,22877.0,152.0,142,0
499918,Male,41,1,8.0,0,1-2 Year,Yes,2630.0,157.0,169,1
51098,Female,25,1,3.0,1,< 1 Year,No,2630.0,152.0,145,0
91882,Female,46,1,18.0,0,1-2 Year,Yes,78269.0,4.0,68,1
122053,Female,51,1,8.0,1,1-2 Year,Yes,2630.0,122.0,220,0
323398,Male,70,1,28.0,0,1-2 Year,No,33857.0,52.0,179,0
22172,Male,35,1,28.0,1,1-2 Year,No,25045.0,152.0,164,0
280629,Male,30,1,41.0,0,1-2 Year,No,32600.0,124.0,49,0
97149,Male,43,1,28.0,0,1-2 Year,Yes,37593.0,26.0,290,0
18906,Female,50,1,50.0,1,1-2 Year,No,43999.0,8.0,209,0
153619,Female,23,1,29.0,1,< 1 Year,No,36956.0,152.0,244,0
188889,Female,49,1,3.0,0,1-2 Year,Yes,29082.0,124.0,193,0
91720,Male,45,1,28.0,0,1-2 Year,Yes,35184.0,26.0,271,1
266370,Male,45,1,28.0,0,1-2 Year,Yes,36495.0,26.0,222,0
55766,Female,53,1,28.0,0,1-2 Year,Yes,53685.0,124.0,102,0
300262,Male,27,1,28.0,0,< 1 Year,Yes,41583.0,152.0,290,0
298510,Female,55,1,28.0,0,1-2 Year,Yes,2630.0,26.0,177,0
166753,Female,74,1,50.0,0,1-2 Year,No,31120.0,26.0,140,0
338165,Female,23,1,50.0,1,< 1 Year,No,53761.0,152.0,202,0
4287,Male,23,1,41.0,1,< 1 Year,No,53456.0,152.0,81,0
441338,Female,46,1,33.0,0,1-2 Year,Yes,31712.0,163.0,86,1
294324,Male,73,1,28.0,0,1-2 Year,Yes,34042.0,26.0,214,0
46277,Female,36,1,28.0,0,1-2 Year,Yes,2630.0,157.0,242,1
191082,Male,21,1,2.0,0,< 1 Year,Yes,34630.0,160.0,184,0
337324,Male,21,1,8.0,0,< 1 Year,Yes,30433.0,152.0,182,0
143151,Female,28,1,9.0,1,< 1 Year,No,31505.0,152.0,190,0
229412,Female,24,1,29.0,1,< 1 Year,No,34519.0,152.0,274,0
48159,Male,35,1,29.0,0,1-2 Year,Yes,22138.0,26.0,177,0
334080,Male,53,1,30.0,1,1-2 Year,No,2630.0,152.0,271,0
335536,Female,29,1,28.0,0,< 1 Year,No,38930.0,152.0,76,0
99843,Male,46,1,8.0,0,> 2 Years,Yes,61662.0,124.0,55,0
39423,Female,22,1,28.0,0,< 1 Year,Yes,23887.0,152.0,99,0
242798,Female,33,1,39.0,0,1-2 Year,Yes,2630.0,157.0,83,1
158678,Female,63,1,28.0,0,1-2 Year,Yes,29951.0,26.0,132,0
155282,Male,24,1,18.0,1,< 1 Year,No,47458.0,152.0,81,0
262433,Male,46,1,28.0,0,1-2 Year,Yes,2630.0,124.0,240,0
162496,Female,48,1,15.0,1,1-2 Year,No,54228.0,124.0,275,0
419582,Female,51,1,28.0,0,> 2 Years,Yes,47662.0,124.0,181,1
454712,Female,23,1,35.0,1,< 1 Year,No,36555.0,152.0,107,0
332076,Female,50,1,50.0,0,1-2 Year,Yes,30414.0,26.0,158,1
381164,Male,24,1,21.0,1,< 1 Year,No,30117.0,152.0,218,0
102605,Female,22,1,50.0,1,< 1 Year,No,32097.0,152.0,88,0
429292,Female,53,1,46.0,1,1-2 Year,No,63942.0,11.0,103,0
137937,Male,38,1,50.0,1,1-2 Year,No,44209.0,152.0,139,0
19588,Female,62,1,33.0,0,1-2 Year,Yes,2630.0,160.0,156,0
386301,Male,22,1,6.0,1,< 1 Year,No,31213.0,152.0,256,0
210247,Female,27,1,36.0,0,< 1 Year,No,23132.0,152.0,245,0
104388,Male,62,1,28.0,0,1-2 Year,Yes,31259.0,26.0,178,0
306504,Male,24,1,34.0,1,< 1 Year,Yes,30795.0,152.0,198,0
172802,Male,75,1,12.0,1,1-2 Year,No,40452.0,124.0,99,0
304339,Male,39,1,35.0,0,1-2 Year,Yes,30583.0,124.0,131,1
149713,Male,46,1,28.0,0,1-2 Year,Yes,29317.0,26.0,34,0
152238,Male,24,1,28.0,0,< 1 Year,Yes,73654.0,124.0,87,1
299894,Male,63,1,46.0,0,1-2 Year,Yes,2630.0,26.0,52,1
340514,Female,48,1,28.0,0,1-2 Year,Yes,44265.0,26.0,179,0
87442,Female,29,1,28.0,0,< 1 Year,Yes,36523.0,124.0,206,0
226850,Male,23,1,8.0,0,1-2 Year,Yes,39793.0,124.0,172,0
149946,Female,27,1,7.0,0,< 1 Year,Yes,42956.0,152.0,169,0
95939,Male,24,1,37.0,0,< 1 Year,Yes,2630.0,160.0,246,0
482640,Female,29,1,38.0,0,1-2 Year,Yes,39407.0,124.0,138,1
246944,Male,70,1,48.0,1,1-2 Year,No,2630.0,124.0,273,0
37897,Female,45,1,28.0,0,1-2 Year,Yes,39165.0,124.0,96,0
192044,Male,24,1,41.0,1,< 1 Year,No,47071.0,152.0,228,0
227636,Male,70,1,28.0,0,1-2 Year,Yes,2630.0,26.0,197,0
202687,Male,37,1,28.0,1,1-2 Year,No,31136.0,122.0,247,0
376608,Female,49,1,19.0,0,1-2 Year,Yes,42376.0,26.0,28,0
89095,Male,35,1,25.0,1,1-2 Year,No,2630.0,124.0,21,0
219933,Female,40,1,28.0,0,1-2 Year,Yes,56922.0,13.0,87,0
372474,Female,35,1,28.0,0,1-2 Year,Yes,37874.0,26.0,161,0
145433,Female,63,1,28.0,0,1-2 Year,Yes,42655.0,26.0,200,0
58051,Female,20,1,46.0,1,< 1 Year,No,28650.0,160.0,278,0
72882,Male,44,1,28.0,0,1-2 Year,Yes,35577.0,26.0,11,0
110790,Male,62,1,28.0,1,1-2 Year,No,25433.0,26.0,257,0
279299,Male,44,1,28.0,0,1-2 Year,Yes,36179.0,124.0,93,0
181633,Female,24,1,28.0,0,< 1 Year,Yes,27893.0,124.0,153,0
101145,Male,52,1,1.0,0,1-2 Year,Yes,2630.0,124.0,83,0
131300,Female,22,1,26.0,1,< 1 Year,No,25285.0,152.0,122,0
37357,Female,23,1,30.0,1,< 1 Year,No,26212.0,152.0,31,0
266986,Male,37,1,23.0,1,1-2 Year,No,28407.0,124.0,153,0
209057,Male,67,1,28.0,0,> 2 Years,Yes,2630.0,157.0,263,0
315478,Male,28,1,28.0,1,< 1 Year,No,37147.0,152.0,28,0
188300,Male,69,1,6.0,0,1-2 Year,Yes,2630.0,26.0,165,1
105982,Male,43,1,28.0,0,1-2 Year,Yes,47084.0,124.0,261,0
89060,Male,53,1,8.0,0,1-2 Year,Yes,45536.0,4.0,121,0
180719,Female,23,1,12.0,1,< 1 Year,No,20985.0,152.0,138,0
191788,Female,32,1,50.0,0,< 1 Year,Yes,34197.0,124.0,267,1
306143,Female,22,1,30.0,0,< 1 Year,Yes,34940.0,152.0,106,0
213453,Female,21,1,25.0,1,< 1 Year,No,27154.0,152.0,251,0
348702,Male,21,1,46.0,1,< 1 Year,No,26487.0,160.0,141,0
310986,Female,30,1,43.0,1,< 1 Year,No,2630.0,152.0,21,0
42539,Female,49,1,28.0,0,1-2 Year,Yes,41396.0,26.0,153,0
369060,Male,22,1,28.0,0,1-2 Year,Yes,61512.0,26.0,278,0
307937,Female,27,1,50.0,1,< 1 Year,No,38862.0,152.0,205,0
333807,Male,63,1,47.0,0,1-2 Year,Yes,14473.0,26.0,60,0
11545,Female,69,1,28.0,1,1-2 Year,No,26281.0,26.0,199,0
332393,Male,77,1,28.0,0,> 2 Years,Yes,43920.0,26.0,248,1
106955,Female,45,1,28.0,0,1-2 Year,Yes,31584.0,26.0,239,0
58608,Male,31,1,26.0,0,1-2 Year,No,44561.0,124.0,32,0
308425,Male,30,1,28.0,0,< 1 Year,Yes,32806.0,124.0,39,0
128642,Female,24,1,27.0,1,< 1 Year,No,40783.0,152.0,46,0
172670,Male,23,1,11.0,1,< 1 Year,No,30899.0,152.0,44,0
503698,Male,28,1,17.0,1,< 1 Year,No,25602.0,152.0,298,0
94765,Female,62,1,46.0,1,1-2 Year,No,2630.0,11.0,49,0
202595,Male,42,1,28.0,0,1-2 Year,Yes,36502.0,124.0,72,0
174612,Male,45,1,28.0,0,1-2 Year,Yes,27593.0,26.0,47,1
307407,Male,36,1,35.0,1,1-2 Year,No,43540.0,26.0,246,0
255530,Male,68,1,48.0,0,1-2 Year,Yes,2630.0,124.0,80,0
296318,Female,35,1,8.0,1,1-2 Year,No,2630.0,152.0,165,0
263928,Male,44,1,46.0,1,1-2 Year,No,45352.0,26.0,245,0
195936,Male,47,1,20.0,0,1-2 Year,Yes,2630.0,26.0,203,0
49723,Male,55,1,33.0,1,1-2 Year,No,27629.0,30.0,248,0
469414,Male,56,1,28.0,0,> 2 Years,Yes,37208.0,26.0,12,1
149745,Female,32,1,8.0,0,< 1 Year,Yes,56546.0,26.0,69,1
79846,Male,38,1,28.0,0,1-2 Year,Yes,36789.0,156.0,144,0
453274,Male,37,1,15.0,0,> 2 Years,Yes,35912.0,124.0,108,1
203033,Male,34,1,3.0,1,1-2 Year,No,30800.0,124.0,222,0
64272,Male,50,1,28.0,0,1-2 Year,Yes,25419.0,26.0,66,0
106067,Male,24,1,17.0,1,< 1 Year,No,30668.0,152.0,250,0
180753,Male,24,1,2.0,1,< 1 Year,No,36924.0,152.0,180,0
72600,Male,22,1,6.0,1,< 1 Year,No,34415.0,152.0,27,0
105662,Male,25,1,50.0,0,< 1 Year,Yes,2630.0,160.0,240,0
301159,Male,24,1,30.0,1,1-2 Year,No,28138.0,163.0,166,0
407461,Female,48,1,3.0,1,1-2 Year,No,31869.0,124.0,228,0
192977,Male,25,1,30.0,1,< 1 Year,No,21716.0,152.0,38,0
62211,Male,46,1,3.0,0,1-2 Year,No,2630.0,157.0,18,0
145883,Female,30,1,18.0,1,< 1 Year,No,27076.0,152.0,45,0
316636,Male,26,1,35.0,0,< 1 Year,Yes,25678.0,152.0,211,0
41802,Female,22,1,49.0,0,< 1 Year,Yes,2630.0,160.0,177,0
107125,Male,43,1,20.0,0,1-2 Year,Yes,2630.0,133.0,37,0
214500,Female,46,1,8.0,1,1-2 Year,No,26421.0,26.0,157,0
15228,Female,24,1,4.0,1,< 1 Year,No,30228.0,152.0,129,0
371281,Female,25,1,46.0,1,< 1 Year,No,29200.0,160.0,162,0
483336,Male,56,1,3.0,1,1-2 Year,No,15764.0,26.0,199,0
261979,Female,22,1,13.0,0,< 1 Year,Yes,24100.0,152.0,244,0
271197,Female,22,1,15.0,0,< 1 Year,No,40104.0,152.0,294,0
215293,Male,24,1,2.0,1,< 1 Year,No,36712.0,151.0,13,0
363456,Female,71,1,28.0,0,> 2 Years,Yes,33968.0,60.0,167,0
334646,Female,24,1,13.0,1,< 1 Year,No,21374.0,152.0,251,0
78492,Male,42,1,41.0,0,1-2 Year,Yes,27853.0,124.0,215,0
308980,Male,80,1,28.0,0,> 2 Years,Yes,49781.0,122.0,73,0
271677,Male,24,1,48.0,1,< 1 Year,No,2630.0,152.0,244,0
124779,Male,56,1,28.0,0,1-2 Year,Yes,50316.0,26.0,152,1
265567,Male,24,1,28.0,0,< 1 Year,Yes,44496.0,152.0,21,0
306172,Female,59,1,28.0,0,1-2 Year,Yes,25514.0,122.0,258,1
32383,Male,74,1,28.0,0,1-2 Year,Yes,41663.0,124.0,163,0
154207,Male,20,1,37.0,0,< 1 Year,No,36080.0,160.0,263,0
49747,Female,28,1,2.0,1,< 1 Year,No,30982.0,152.0,185,0
438027,Female,24,1,49.0,1,< 1 Year,No,29166.0,152.0,109,0
238380,Male,36,1,28.0,0,1-2 Year,Yes,52712.0,26.0,49,1
463627,Male,47,1,28.0,0,1-2 Year,Yes,37025.0,124.0,155,1
283080,Female,69,1,28.0,0,1-2 Year,Yes,36686.0,26.0,30,0
70215,Male,60,1,8.0,1,1-2 Year,No,30961.0,26.0,22,0
87967,Female,41,1,3.0,1,1-2 Year,No,20485.0,152.0,78,0
379528,Female,76,1,33.0,0,1-2 Year,Yes,32683.0,56.0,95,0
185386,Female,57,1,8.0,0,> 2 Years,Yes,69381.0,7.0,85,0
302281,Male,43,1,8.0,0,1-2 Year,Yes,2630.0,124.0,291,0
183545,Male,39,1,46.0,0,1-2 Year,Yes,43682.0,124.0,155,0
349704,Female,27,1,3.0,1,< 1 Year,No,27174.0,152.0,251,0
178836,Male,75,1,47.0,0,> 2 Years,Yes,33934.0,157.0,46,0
170989,Male,49,1,28.0,0,1-2 Year,Yes,54617.0,124.0,158,0
357759,Female,28,1,15.0,0,< 1 Year,No,44611.0,152.0,191,0
257348,Male,25,1,41.0,0,< 1 Year,Yes,23821.0,152.0,192,1
82845,Female,33,1,35.0,1,1-2 Year,No,43453.0,124.0,189,0
259399,Male,57,1,7.0,1,1-2 Year,No,27594.0,124.0,277,0
310013,Female,34,1,30.0,1,1-2 Year,No,23867.0,152.0,198,0
182909,Male,23,1,27.0,0,< 1 Year,Yes,27670.0,152.0,129,0
166575,Male,34,1,12.0,0,> 2 Years,Yes,26681.0,124.0,45,0
491215,Male,34,1,8.0,0,1-2 Year,Yes,38469.0,124.0,95,1
472911,Male,41,1,46.0,0,1-2 Year,Yes,66592.0,124.0,49,1
80350,Male,58,1,1.0,0,1-2 Year,Yes,2630.0,124.0,254,0
209575,Female,28,1,8.0,1,< 1 Year,No,56051.0,152.0,244,0
78045,Male,80,1,28.0,0,1-2 Year,Yes,57006.0,26.0,136,0
375494,Female,25,1,28.0,1,< 1 Year,No,25515.0,152.0,128,0
130105,Male,39,1,46.0,0,1-2 Year,Yes,23134.0,124.0,236,0
503198,Female,22,1,41.0,1,< 1 Year,No,46430.0,152.0,19,0
437553,Male,50,1,8.0,1,1-2 Year,No,2630.0,124.0,166,0
306571,Male,45,1,28.0,0,1-2 Year,No,29679.0,124.0,29,0
126874,Female,30,1,50.0,1,1-2 Year,No,40124.0,124.0,295,0
132604,Female,77,1,28.0,0,> 2 Years,Yes,48516.0,30.0,166,0
33245,Male,28,1,41.0,1,< 1 Year,Yes,2630.0,160.0,203,0
250009,Female,59,1,48.0,1,1-2 Year,No,2630.0,137.0,121,0
183010,Male,57,1,4.0,1,1-2 Year,No,20027.0,124.0,130,0
348229,Male,25,1,36.0,0,< 1 Year,Yes,35802.0,26.0,69,1
390721,Female,33,1,45.0,1,< 1 Year,No,21137.0,152.0,58,0
65377,Male,24,1,29.0,1,< 1 Year,No,36178.0,152.0,54,0
456261,Female,26,1,46.0,1,< 1 Year,No,40141.0,152.0,41,0
233616,Female,23,1,49.0,1,< 1 Year,No,40525.0,152.0,12,0
53841,Female,23,1,11.0,0,< 1 Year,Yes,42658.0,152.0,57,0
381010,Male,27,1,28.0,0,< 1 Year,Yes,52067.0,152.0,283,0
112797,Male,60,1,34.0,0,1-2 Year,No,27956.0,124.0,253,0
130691,Male,36,1,46.0,1,1-2 Year,No,2630.0,156.0,215,0
24838,Female,23,1,11.0,1,< 1 Year,No,25465.0,152.0,35,0
137680,Female,52,1,41.0,0,1-2 Year,Yes,64845.0,26.0,27,0
400113,Male,21,1,47.0,1,< 1 Year,No,46102.0,152.0,295,0
485286,Female,31,1,11.0,0,1-2 Year,Yes,35611.0,26.0,194,1
328260,Female,25,1,41.0,1,< 1 Year,No,37500.0,152.0,130,0
437391,Male,51,1,30.0,1,1-2 Year,No,26411.0,124.0,245,0
310537,Female,24,1,27.0,1,< 1 Year,No,37088.0,152.0,162,0
300182,Male,60,1,3.0,0,1-2 Year,Yes,33110.0,7.0,158,0
139005,Female,55,1,29.0,0,1-2 Year,Yes,33006.0,124.0,34,0
445488,Female,53,1,28.0,0,> 2 Years,Yes,40301.0,122.0,87,1
244941,Male,61,1,28.0,0,1-2 Year,Yes,2630.0,26.0,22,0
186094,Male,22,1,46.0,0,< 1 Year,No,81586.0,152.0,108,0
275253,Male,51,1,5.0,1,1-2 Year,No,29919.0,26.0,70,0
106625,Male,45,1,8.0,0,1-2 Year,Yes,2630.0,157.0,204,1
258674,Male,47,1,28.0,0,1-2 Year,Yes,47715.0,26.0,284,0
8807,Female,28,1,31.0,0,< 1 Year,Yes,2630.0,152.0,210,0
86054,Female,66,1,28.0,0,> 2 Years,Yes,2630.0,26.0,94,0
407545,Female,30,1,28.0,1,< 1 Year,No,2630.0,152.0,52,0
10005,Male,44,1,33.0,0,1-2 Year,Yes,2630.0,26.0,221,0
380174,Male,49,1,31.0,0,1-2 Year,No,2630.0,9.0,41,0
236695,Male,57,1,8.0,1,1-2 Year,No,29466.0,30.0,59,0
118165,Female,66,1,28.0,0,> 2 Years,Yes,35227.0,26.0,46,0
310661,Male,36,1,6.0,1,1-2 Year,No,31802.0,152.0,130,0
173663,Female,26,1,4.0,0,< 1 Year,Yes,33589.0,152.0,30,0
4472,Female,51,1,43.0,0,1-2 Year,Yes,43361.0,26.0,12,0
311123,Female,40,1,6.0,0,1-2 Year,Yes,35315.0,124.0,24,0
77864,Male,24,1,41.0,1,< 1 Year,No,2630.0,151.0,22,0
501449,Male,25,1,50.0,1,< 1 Year,No,23736.0,152.0,195,0
21150,Male,59,1,8.0,0,1-2 Year,Yes,41872.0,7.0,196,0
158366,Male,68,1,8.0,0,> 2 Years,Yes,25752.0,26.0,163,0
253041,Female,35,1,15.0,0,1-2 Year,Yes,2630.0,122.0,184,0
235596,Female,72,1,28.0,0,> 2 Years,Yes,75595.0,124.0,153,0
80453,Male,28,1,10.0,0,< 1 Year,Yes,28791.0,124.0,101,1
245461,Female,34,1,8.0,0,1-2 Year,Yes,41725.0,152.0,228,0
254430,Female,51,1,16.0,0,1-2 Year,Yes,37668.0,124.0,237,0
118124,Male,50,1,7.0,0,1-2 Year,Yes,34806.0,124.0,260,1
395160,Male,42,1,24.0,0,1-2 Year,Yes,26986.0,124.0,256,1
345518,Female,22,1,28.0,0,< 1 Year,Yes,54392.0,152.0,92,0
259966,Male,52,1,37.0,0,1-2 Year,Yes,38361.0,26.0,143,1
125757,Female,57,1,28.0,1,1-2 Year,No,40054.0,26.0,165,0
274413,Female,21,1,50.0,0,< 1 Year,Yes,45420.0,160.0,102,0
226381,Male,65,1,20.0,0,> 2 Years,Yes,2630.0,124.0,47,0
255156,Female,22,1,28.0,0,< 1 Year,Yes,32188.0,152.0,47,0
329173,Female,65,1,28.0,1,1-2 Year,No,57192.0,55.0,217,0
268455,Male,34,1,45.0,1,1-2 Year,Yes,40652.0,124.0,180,0
30937,Female,34,1,35.0,0,1-2 Year,Yes,33755.0,138.0,152,0
45139,Male,25,1,41.0,1,< 1 Year,No,34946.0,152.0,203,0
349517,Male,60,1,45.0,1,1-2 Year,No,27092.0,152.0,224,0
147256,Male,38,1,28.0,1,1-2 Year,No,39109.0,124.0,39,0
97994,Female,43,1,28.0,0,1-2 Year,Yes,39606.0,124.0,43,1
319793,Female,53,1,11.0,0,1-2 Year,Yes,30290.0,152.0,67,1
197230,Female,67,1,29.0,1,1-2 Year,No,20946.0,152.0,235,0
311723,Female,66,1,29.0,1,1-2 Year,No,31240.0,26.0,223,0
167412,Male,65,1,33.0,0,1-2 Year,Yes,31589.0,26.0,117,1
296938,Male,49,1,8.0,0,1-2 Year,Yes,39175.0,124.0,96,0
296344,Female,23,1,8.0,0,< 1 Year,No,44483.0,151.0,91,0
475969,Female,23,1,29.0,1,< 1 Year,No,36193.0,152.0,170,0
4684,Female,44,1,28.0,0,1-2 Year,Yes,70905.0,26.0,64,1
4969,Male,64,1,28.0,1,1-2 Year,Yes,44944.0,26.0,232,0
329472,Female,24,1,3.0,1,< 1 Year,No,25370.0,152.0,87,0
23659,Male,27,1,22.0,1,< 1 Year,No,43731.0,152.0,201,0
277288,Female,55,1,28.0,0,> 2 Years,Yes,37878.0,163.0,56,0
102707,Male,24,1,30.0,1,< 1 Year,No,26797.0,152.0,197,0
9780,Male,49,1,14.0,1,1-2 Year,No,35776.0,124.0,118,0
124981,Male,72,1,28.0,0,1-2 Year,Yes,58782.0,26.0,243,0
292088,Male,23,1,46.0,1,< 1 Year,Yes,35519.0,152.0,192,0
223266,Female,42,1,28.0,1,1-2 Year,No,40112.0,26.0,107,0
1390,Female,37,1,8.0,1,1-2 Year,No,29382.0,152.0,193,0
234587,Male,51,1,48.0,0,1-2 Year,Yes,2630.0,124.0,133,1
295558,Female,26,1,41.0,1,< 1 Year,No,49534.0,152.0,67,0
200678,Female,70,1,28.0,0,1-2 Year,Yes,32896.0,124.0,294,0
4716,Female,22,1,12.0,1,< 1 Year,No,47329.0,152.0,176,0
452464,Female,46,1,28.0,0,1-2 Year,Yes,41830.0,26.0,250,1
269834,Male,43,1,35.0,0,1-2 Year,Yes,39329.0,10.0,175,0
284769,Female,36,1,36.0,1,1-2 Year,No,2630.0,160.0,228,0
241792,Male,21,1,40.0,1,< 1 Year,No,30342.0,152.0,195,0
275429,Male,21,1,39.0,1,< 1 Year,Yes,27455.0,160.0,60,0
368854,Male,28,1,28.0,1,< 1 Year,No,35409.0,124.0,129,0
212590,Male,67,1,9.0,1,1-2 Year,No,39932.0,26.0,245,0
359936,Male,39,1,3.0,0,1-2 Year,Yes,27222.0,124.0,22,0
418180,Female,29,1,41.0,1,< 1 Year,No,22987.0,152.0,153,0
266810,Female,29,1,35.0,1,< 1 Year,No,26966.0,152.0,38,0
268785,Male,54,1,8.0,0,1-2 Year,No,60162.0,7.0,82,0
337497,Male,45,1,28.0,0,1-2 Year,Yes,40008.0,26.0,296,0
18771,Male,25,1,8.0,1,< 1 Year,No,48677.0,152.0,262,0
16635,Male,37,1,29.0,0,1-2 Year,Yes,38464.0,135.0,109,1
326280,Male,57,1,28.0,0,1-2 Year,Yes,44394.0,124.0,160,0
130614,Female,26,1,33.0,1,< 1 Year,No,32321.0,152.0,82,0
471395,Female,24,1,35.0,1,< 1 Year,No,31907.0,152.0,275,0
244239,Female,69,1,46.0,0,1-2 Year,Yes,24215.0,124.0,69,0
465878,Male,60,1,11.0,1,1-2 Year,No,49232.0,26.0,174,0
310761,Female,43,1,8.0,0,1-2 Year,Yes,43285.0,7.0,11,1
22943,Male,25,1,28.0,1,< 1 Year,No,43740.0,152.0,154,0
96452,Male,62,1,46.0,0,1-2 Year,Yes,48248.0,124.0,200,1
234023,Female,35,1,4.0,0,1-2 Year,Yes,31108.0,124.0,252,0
30802,Female,22,1,30.0,1,< 1 Year,No,33874.0,152.0,214,0
334270,Female,50,1,29.0,1,1-2 Year,No,47064.0,124.0,137,0
199588,Female,38,1,3.0,1,1-2 Year,No,20207.0,152.0,185,0
420591,Female,40,1,11.0,0,1-2 Year,Yes,27521.0,124.0,279,1
250139,Male,46,1,34.0,0,1-2 Year,Yes,25641.0,122.0,295,0
344793,Male,28,1,28.0,1,< 1 Year,No,37040.0,152.0,46,0
205350,Male,57,1,28.0,1,1-2 Year,No,2630.0,26.0,158,0
615,Male,25,1,8.0,1,< 1 Year,No,63124.0,152.0,136,0
140805,Male,58,1,41.0,1,1-2 Year,No,38049.0,29.0,223,0
358135,Female,48,1,28.0,0,1-2 Year,Yes,52235.0,26.0,101,1
231266,Male,56,1,25.0,0,1-2 Year,Yes,2630.0,26.0,198,0
264729,Male,65,1,50.0,0,1-2 Year,Yes,38159.0,124.0,275,0
436100,Male,20,1,36.0,1,< 1 Year,No,2630.0,160.0,242,0
367273,Male,39,1,28.0,0,1-2 Year,Yes,35767.0,55.0,34,1
195826,Female,48,1,14.0,1,1-2 Year,No,40671.0,26.0,24,0
243800,Male,32,1,28.0,0,1-2 Year,No,24006.0,26.0,229,0
335281,Male,35,1,47.0,1,1-2 Year,No,34693.0,152.0,224,0
66207,Male,58,1,8.0,0,1-2 Year,Yes,2630.0,7.0,178,1
214552,Male,48,1,28.0,0,1-2 Year,Yes,53619.0,26.0,168,1
500590,Female,44,1,28.0,1,1-2 Year,No,30199.0,122.0,188,0
20512,Male,50,1,29.0,0,1-2 Year,Yes,27015.0,26.0,227,0
143468,Male,46,1,28.0,1,1-2 Year,No,26427.0,26.0,39,0
7885,Female,27,1,28.0,1,< 1 Year,No,24645.0,152.0,16,0
228500,Female,75,1,45.0,0,1-2 Year,Yes,36150.0,124.0,106,0
344357,Female,23,1,15.0,0,< 1 Year,No,25163.0,152.0,35,0
121408,Female,37,1,28.0,0,1-2 Year,Yes,33256.0,124.0,55,0
77419,Male,53,1,28.0,1,1-2 Year,No,32910.0,26.0,276,0
14233,Female,63,1,28.0,0,1-2 Year,Yes,34540.0,26.0,207,0
279897,Male,48,1,46.0,0,1-2 Year,Yes,29197.0,124.0,150,0
439358,Male,37,1,23.0,0,1-2 Year,Yes,24979.0,154.0,245,1
237398,Male,31,1,15.0,0,< 1 Year,Yes,36386.0,152.0,72,0
22247,Male,48,1,28.0,0,1-2 Year,Yes,45885.0,26.0,53,0
60803,Male,33,1,2.0,1,< 1 Year,No,37224.0,152.0,221,0
68857,Female,22,1,29.0,1,< 1 Year,No,39806.0,152.0,175,0
237111,Male,47,1,6.0,1,1-2 Year,No,33159.0,26.0,36,0
471479,Male,51,1,11.0,0,1-2 Year,Yes,35866.0,124.0,49,1
170741,Male,25,1,27.0,0,< 1 Year,No,2630.0,152.0,27,0
328218,Male,49,1,36.0,0,1-2 Year,Yes,39961.0,30.0,104,0
378084,Female,80,1,37.0,1,1-2 Year,No,50686.0,124.0,67,0
